area_type,availability,location,size,total_sqft,bath,balcony,price,bhk,price_per_sqft,is_luxury
Super built-up  Area,Ready To Move,Suddaguntepalya,3 BHK,1425.0,3.0,2.0,55.0,3,3859.6491228070176,False
Plot  Area,Ready To Move,Hongasandra,8 Bedroom,1200.0,8.0,2.0,150.0,8,12500.0,False
Super built-up  Area,Ready To Move,Hosur Road,2 BHK,1345.0,2.0,2.0,108.0,2,8029.739776951673,False
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,1248.0,2.0,1.0,130.0,2,10416.666666666666,False
Plot  Area,Ready To Move,Chaitanya Ananya,4 Bedroom,1830.0,4.0,2.0,325.0,4,17759.562841530056,False
Built-up  Area,Ready To Move,Shankarapuram,2 BHK,900.0,1.0,0.0,130.0,2,14444.444444444445,False
Built-up  Area,Ready To Move,Bellandur,4 Bedroom,3600.0,4.0,2.0,245.0,4,6805.555555555556,True
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1025.0,2.0,1.0,35.88,2,3500.4878048780492,False
Plot  Area,Ready To Move,Nagashetty Halli,2 Bedroom,840.0,1.0,1.0,99.0,2,11785.714285714286,False
Super built-up  Area,Ready To Move,Lakshminarayana Pura,3 BHK,3050.0,2.0,2.0,90.0,3,2950.8196721311474,False
Super built-up  Area,Ready To Move,Kadubeesanahalli,3 BHK,1424.0,2.0,2.0,75.0,3,5266.853932584269,False
Built-up  Area,Ready To Move,EPIP Zone,3 BHK,2500.0,3.0,1.0,268.0,3,10720.0,False
Plot  Area,Ready To Move,ISRO Layout,6 Bedroom,1200.0,6.0,2.0,230.0,6,19166.666666666668,False
Super built-up  Area,18-Aug,Byrasandra Extension,2 BHK,1285.0,2.0,2.0,45.0,2,3501.9455252918287,False
Super built-up  Area,Ready To Move,Babusapalaya,2 BHK,1450.0,2.0,1.0,55.99,2,3861.3793103448274,False
Super built-up  Area,18-May,Raja Rajeshwari Nagar,2 BHK,1160.0,2.0,1.0,70.0,2,6034.482758620689,False
Plot  Area,Ready To Move,Yelahanka New Town,3 Bedroom,2700.0,3.0,0.0,350.0,3,12962.962962962964,False
Plot  Area,18-Apr,Gattahalli,3 Bedroom,2000.0,2.0,2.0,95.0,3,4750.0,False
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1125.0,2.0,1.0,47.65,2,4235.555555555556,False
Built-up  Area,Ready To Move,Old Madras Road,4 Bedroom,3900.0,4.0,2.0,175.0,4,4487.179487179487,True
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1133.0,2.0,1.0,38.37,2,3386.5842894969105,False
Super built-up  Area,Ready To Move,Arekere,2 BHK,1240.0,2.0,2.0,60.0,2,4838.709677419355,False
Super built-up  Area,22-Nov,Devanahalli,3 BHK,1466.0,3.0,3.0,77.59,3,5292.633015006822,False
Super built-up  Area,Ready To Move,Outer Ring Road East,4 BHK,3870.0,4.0,2.0,411.0,4,10620.15503875969,True
Built-up  Area,Ready To Move,Kaggadasapura,2 BHK,1225.0,2.0,2.0,48.0,2,3918.3673469387754,False
Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,1300.0,2.0,1.0,54.0,2,4153.846153846154,False
Super built-up  Area,19-May,Thanisandra,3 BHK,1996.0,4.0,1.0,123.0,3,6162.324649298597,False
Super built-up  Area,Ready To Move,Mallathahalli,3 BHK,1320.0,2.0,2.0,55.0,3,4166.666666666667,False
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,1800.0,3.0,2.0,240.0,3,13333.333333333334,False
Super built-up  Area,Ready To Move,Richmond Town,3 BHK,1835.0,3.0,3.0,175.0,3,9536.784741144415,False
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1435.0,3.0,2.0,90.0,3,6271.777003484321,False
Super built-up  Area,Ready To Move,Whitefield,3 BHK,4097.0,3.0,2.0,400.0,3,9763.24139614352,False
Super built-up  Area,Ready To Move,Rayasandra,3 BHK,1601.0,3.0,3.0,70.0,3,4372.2673329169265,False
Super built-up  Area,Ready To Move,Kadubeesanahalli,2 BHK,1257.0,2.0,2.0,93.0,2,7398.568019093079,False
Super built-up  Area,Ready To Move,Iblur Village,4 BHK,3596.0,5.0,1.0,260.0,4,7230.255839822024,True
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1309.0,2.0,2.0,95.0,2,7257.448433919022,False
Plot  Area,Ready To Move,Yeshwanthpur,2 Bedroom,1362.0,2.0,0.0,100.0,2,7342.143906020558,False
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1115.0,2.0,1.0,55.0,2,4932.735426008969,False
Super built-up  Area,18-Nov,manyata park,2 BHK,1322.0,2.0,1.0,61.99,2,4689.10741301059,False
Super built-up  Area,Ready To Move,Telecom Layout,3 BHK,1450.0,2.0,1.0,65.0,3,4482.758620689655,False
Super built-up  Area,Ready To Move,Banashankari,2 BHK,1185.0,2.0,2.0,67.0,2,5654.008438818565,False
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1790.0,3.0,3.0,120.0,3,6703.91061452514,False
Plot  Area,Ready To Move,Whitefield,3 Bedroom,3450.0,4.0,2.0,208.0,3,6028.985507246377,False
Super built-up  Area,Ready To Move,Budigere,1 BHK,693.0,1.0,0.0,27.375,1,3950.21645021645,False
Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,5400.0,4.0,2.0,750.0,4,13888.888888888889,True
Super built-up  Area,Ready To Move,Devanahalli,1 BHK,775.0,1.0,0.0,39.0,1,5032.258064516129,False
Built-up  Area,Ready To Move,Hoodi,2 BHK,1000.0,2.0,2.0,48.0,2,4800.0,False
Super built-up  Area,19-Mar,Thanisandra,2 BHK,1183.0,2.0,1.0,77.25,2,6530.0084530853765,False
Super built-up  Area,Ready To Move,Alur,1 BHK,425.0,1.0,1.0,15.0,1,3529.4117647058824,False
Built-up  Area,Ready To Move,Nelamangala,2 BHK,820.0,2.0,2.0,30.0,2,3658.5365853658536,False
Built-up  Area,Ready To Move,Hebbal,2 BHK,1200.0,2.0,2.0,52.0,2,4333.333333333333,False
Super built-up  Area,18-Jun,Ramagondanahalli,2 BHK,1151.0,2.0,2.0,43.6,2,3788.010425716768,False
Super built-up  Area,Ready To Move,Hulimavu,3 BHK,1320.0,2.0,2.0,59.0,3,4469.69696969697,False
Carpet  Area,18-Apr,Bikasipura,3 BHK,1450.0,3.0,2.0,68.0,3,4689.6551724137935,False
Super built-up  Area,Ready To Move,Poorna Pragna Layout,3 BHK,1270.0,2.0,3.0,50.79,3,3999.212598425197,False
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,1847.0,3.0,2.0,123.0,3,6659.447753113156,False
Super built-up  Area,18-May,Devanahalli,1 BHK,1020.0,2.0,1.0,49.87,1,4889.21568627451,False
Super built-up  Area,Ready To Move,Somasundara Palya,3 BHK,1650.0,3.0,2.0,95.0,3,5757.575757575758,False
Super built-up  Area,Ready To Move,Richmond Town,4 BHK,2380.0,4.0,3.0,242.0,4,10168.067226890757,True
Built-up  Area,Ready To Move,Electronic City,3 BHK,2400.0,2.0,2.0,78.0,3,3250.0,False
Super built-up  Area,18-Aug,Haralur Road,4 BHK,2805.0,4.0,3.0,154.0,4,5490.196078431372,True
Super built-up  Area,18-Jun,Mysore Road,3 BHK,1360.0,3.0,0.0,47.6,3,3500.0,False
Super built-up  Area,Ready To Move,Brookefield,2 BHK,1089.0,2.0,1.0,49.0,2,4499.540863177227,False
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1115.0,2.0,2.0,60.0,2,5381.165919282511,False
Super built-up  Area,Ready To Move,Kudlu Gate,2 BHK,1215.0,2.0,1.0,45.0,2,3703.703703703704,False
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1194.0,2.0,1.0,51.0,2,4271.356783919598,False
Super built-up  Area,18-Dec,Kannamangala,3 BHK,1536.0,3.0,1.0,104.0,3,6770.833333333333,False
Super built-up  Area,Ready To Move,Hennur,2 BHK,1255.0,2.0,2.0,55.5,2,4422.310756972111,False
Super built-up  Area,17-Oct,Electronic City,3 BHK,1571.0,3.0,2.0,83.0,3,5283.259070655633,False
Plot  Area,Ready To Move,Virupakshapura,2 Bedroom,900.0,1.0,0.0,70.0,2,7777.777777777777,False
Super built-up  Area,Ready To Move,Keshava Nagar,2 BHK,1517.0,2.0,2.0,125.0,2,8239.947264337508,False
Super built-up  Area,Ready To Move,Budigere,1 BHK,664.0,1.0,1.0,35.4,1,5331.325301204819,False
Super built-up  Area,Ready To Move, Devarachikkanahalli,2 BHK,1230.0,2.0,1.0,58.0,2,4715.447154471544,False
Super built-up  Area,Ready To Move,Hegde Nagar,2 BHK,1340.0,2.0,2.0,72.0,2,5373.134328358209,False
Super built-up  Area,Ready To Move,Attibele,2 BHK,1175.0,2.0,1.0,29.38,2,2500.425531914894,False
Plot  Area,Ready To Move,Benson Town,4 Bedroom,3569.0,4.0,1.0,600.0,4,16811.43177360605,True
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,1240.0,2.0,2.0,43.1,2,3475.8064516129034,False
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1470.0,2.0,1.0,44.1,3,3000.0,False
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,525.0,2.0,2.0,29.25,1,5571.428571428572,False
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1680.0,3.0,2.0,117.0,3,6964.285714285715,False
Super built-up  Area,Ready To Move,Sri Sai Layout,2 BHK,1000.0,2.0,2.0,35.0,2,3500.0,False
Super built-up  Area,Ready To Move,Gunjur,2 BHK,1071.0,2.0,1.0,51.0,2,4761.9047619047615,False
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,3 BHK,1512.0,3.0,2.0,80.0,3,5291.005291005291,False
Built-up  Area,Ready To Move,Frazer Town,4 BHK,3435.0,2.0,1.0,341.0,4,9927.21979621543,True
Super built-up  Area,19-Dec,Thanisandra main road,3 BHK,3144.0,3.0,1.0,455.0,3,14472.010178117049,False
Built-up  Area,Ready To Move,Kalyan nagar,2 BHK,1190.0,2.0,1.0,60.0,2,5042.016806722689,False
Super built-up  Area,21-May,Kanakpura Road,2 BHK,1283.0,2.0,2.0,63.22,2,4927.5136399064695,False
Built-up  Area,Ready To Move,Mallasandra,2 BHK,1325.0,2.0,2.0,73.0,2,5509.433962264151,False
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1105.0,2.0,1.0,35.36,2,3200.0,False
Super built-up  Area,Ready To Move,Banaswadi,3 BHK,1600.0,3.0,2.0,74.5,3,4656.25,False
Plot  Area,Ready To Move,Devara Jeevanahalli,4 Bedroom,400.0,2.0,2.0,35.0,4,8750.0,False
Super built-up  Area,18-Apr,Kanakpura Road,2 BHK,800.0,2.0,2.0,41.145,2,5143.125000000001,False
Super built-up  Area,Ready To Move,Hennur,2 BHK,1100.0,2.0,1.0,44.55,2,4050.0,False
Super built-up  Area,21-Dec,Talaghattapura,3 BHK,2099.0,3.0,3.0,147.0,3,7003.334921391139,False
Super built-up  Area,Ready To Move,Yelachenahalli,3 BHK,1365.0,2.0,1.0,72.0,3,5274.725274725275,False
Super built-up  Area,Ready To Move,Hebbal Kempapura,2 BHK,1485.0,3.0,3.0,132.0,2,8888.888888888889,False
Super built-up  Area,Ready To Move,Hosur Road,2 BHK,1250.0,2.0,1.0,55.0,2,4400.0,False
Super built-up  Area,Ready To Move,Bellandur,2 BHK,1170.0,2.0,1.0,46.79,2,3999.1452991452993,False
Super built-up  Area,19-Jul,Kanakpura Road,2 BHK,1328.0,2.0,3.0,91.06,2,6856.9277108433735,False
Super built-up  Area,19-Mar,Hennur Road,2 BHK,1232.0,2.0,1.0,87.0,2,7061.688311688312,False
Super built-up  Area,Ready To Move,1st Phase JP Nagar,2 BHK,1180.0,2.0,2.0,88.5,2,7500.0,False
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1350.0,3.0,2.0,66.0,3,4888.888888888889,False
Super built-up  Area,18-May,Nagawara Junction,4 BHK,3602.0,4.0,2.0,280.0,4,7773.459189339256,True
Super built-up  Area,Ready To Move,Nagasandra,4 BHK,2400.0,4.0,1.0,145.0,4,6041.666666666667,True
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1020.0,2.0,2.0,32.0,2,3137.2549019607845,False
Super built-up  Area,Ready To Move,Begur Road,3 BHK,1410.0,2.0,3.0,49.34,3,3499.290780141844,False
Built-up  Area,Ready To Move,Vishwanatha Nagenahalli,3 BHK,2159.0,3.0,2.0,120.0,3,5558.12876331635,False
Super built-up  Area,18-Apr,TC Palaya,3 BHK,1200.0,2.0,0.0,66.0,3,5500.0,False
Super built-up  Area,18-Sep,Whitefield,2 BHK,1074.0,2.0,1.0,42.79,2,3984.171322160149,False
Plot  Area,18-Nov,Suragajakkanahalli,3 Bedroom,1200.0,3.0,2.0,72.0,3,6000.0,False
Super built-up  Area,18-Apr,Sarjapur,3 BHK,1170.0,2.0,2.0,35.41,3,3026.495726495726,False
Super built-up  Area,21-Jun,Tumkur Road,1 BHK,728.5,1.0,0.0,31.315,1,4298.558682223747,False
Super built-up  Area,Ready To Move,Bommanahalli,3 BHK,1660.0,2.0,2.0,100.0,3,6024.096385542169,False
Plot  Area,Ready To Move,Gattigere,5 Bedroom,900.0,6.0,1.0,95.0,5,10555.555555555555,False
Built-up  Area,Ready To Move,SK Garden,6 Bedroom,1850.0,3.0,0.0,175.0,6,9459.45945945946,False
Built-up  Area,Ready To Move,Gowdanapalya,1 Bedroom,510.0,1.0,0.0,34.0,1,6666.666666666667,False
Super built-up  Area,Ready To Move,Mahadevpura,3 BHK,1601.0,3.0,2.0,95.0,3,5933.791380387258,False
Super built-up  Area,18-Mar,Begur Road,2 BHK,952.0,2.0,1.0,42.0,2,4411.764705882353,False
Super built-up  Area,Ready To Move,PNS Layout,2 BHK,1166.0,2.0,3.0,65.0,2,5574.614065180103,False
Built-up  Area,Ready To Move,Venkatapura,3 BHK,2700.0,2.0,1.0,260.0,3,9629.62962962963,False
Built-up  Area,Ready To Move,Electronic City Phase II,4 Bedroom,1900.0,3.0,1.0,97.0,4,5105.263157894737,False
Plot  Area,Ready To Move,Mathikere,3 Bedroom,1350.0,2.0,0.0,175.0,3,12962.962962962964,False
Super built-up  Area,18-Aug,Haralur Road,3 BHK,1520.0,2.0,2.0,96.0,3,6315.789473684211,False
Plot  Area,Ready To Move,Harsha Layout,4 Bedroom,2100.0,6.0,3.0,100.0,4,4761.9047619047615,True
Super built-up  Area,Ready To Move,Yelenahalli,2 BHK,1175.0,2.0,2.0,50.0,2,4255.31914893617,False
Super built-up  Area,Ready To Move,Bharathi Nagar,2 BHK,1432.0,2.0,2.0,68.0,2,4748.6033519553075,False
Super built-up  Area,18-Jun,Bommasandra Industrial Area,2 BHK,1005.0,2.0,1.0,39.77,2,3957.213930348259,False
Super built-up  Area,Ready To Move,Rajiv Nagar,2 BHK,1309.0,2.0,1.0,80.0,2,6111.535523300229,False
Super built-up  Area,Ready To Move,Dairy Circle,3 BHK,2251.0,4.0,2.0,370.0,3,16437.139049311416,False
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1050.0,2.0,1.0,77.0,2,7333.333333333333,False
Plot  Area,Ready To Move,Sanjay nagar,3 Bedroom,2400.0,3.0,3.0,310.0,3,12916.666666666666,False
Super built-up  Area,Ready To Move,Begur Road,3 BHK,1565.0,2.0,2.0,56.34,3,3600.0,False
Built-up  Area,Ready To Move,1st Stage Indira Nagar,2 BHK,940.0,2.0,1.0,56.0,2,5957.446808510638,False
Super built-up  Area,18-Jun,Yarandahalli,2 BHK,1015.0,2.0,1.0,40.1,2,3950.7389162561576,False
Plot  Area,Ready To Move,BTM 2nd Stage,3 Bedroom,2400.0,2.0,0.0,360.0,3,15000.0,False
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1652.0,3.0,3.0,110.0,3,6658.595641646489,False
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1100.0,2.0,2.0,52.0,2,4727.272727272727,False
Super built-up  Area,Ready To Move,Rajiv Nagar,4 BHK,2340.0,4.0,1.0,145.0,4,6196.581196581196,True
Super built-up  Area,21-Jul,Koramangala,2 BHK,1084.0,2.0,1.0,179.0,2,16512.91512915129,False
Plot  Area,Ready To Move,Kammanahalli,2 Bedroom,1200.0,1.0,1.0,81.0,2,6750.0,False
Super built-up  Area,Ready To Move,Kacharakanahalli,3 BHK,1400.0,3.0,3.0,69.0,3,4928.571428571428,False
Plot  Area,16-Mar,HBR Layout,4 Bedroom,2400.0,5.0,0.0,320.0,4,13333.333333333334,True
Super built-up  Area,18-Jul,Electronic City Phase II,2 BHK,1020.0,2.0,1.0,27.43,2,2689.2156862745096,False
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1267.0,2.0,1.0,90.33,2,7129.439621152328,False
Super built-up  Area,Ready To Move,Bhoganhalli,4 BHK,2439.0,4.0,3.0,185.0,4,7585.075850758508,True
Built-up  Area,Ready To Move,Ashwath Nagar,3 BHK,1645.0,3.0,2.0,95.0,3,5775.075987841945,False
Built-up  Area,18-Dec,Electronic City,3 BHK,1320.0,2.0,1.0,38.12,3,2887.8787878787875,False
Super built-up  Area,18-Apr,Ananth Nagar,2 BHK,1000.0,2.0,1.0,29.7,2,2970.0,False
Built-up  Area,Ready To Move,Whitefield,4 Bedroom,5000.0,5.0,2.0,550.0,4,11000.0,True
Plot  Area,Ready To Move,Kengeri Satellite Town,2 Bedroom,2480.0,2.0,1.0,160.0,2,6451.612903225807,False
Built-up  Area,Ready To Move,Kalyan nagar,2 BHK,1086.0,2.0,2.0,44.5,2,4097.605893186003,False
Super built-up  Area,18-Nov,Kengeri,1 BHK,416.0,1.0,1.0,18.0,1,4326.923076923077,False
Built-up  Area,Ready To Move,Hennur Road,2 BHK,1066.0,2.0,1.0,52.23,2,4899.624765478424,False
Super built-up  Area,Ready To Move,OMBR Layout,3 BHK,1730.0,3.0,1.0,93.0,3,5375.722543352601,False
Super built-up  Area,20-Jan,Balagere,2 BHK,1205.0,2.0,1.0,63.86,2,5299.585062240664,False
Super built-up  Area,Ready To Move,Marathahalli,4 BHK,2500.0,5.0,2.0,175.0,4,7000.0,True
Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,960.0,2.0,1.0,55.0,2,5729.166666666667,False
Super built-up  Area,18-Jul,Haralur Road,3 BHK,1510.0,3.0,2.0,83.05,3,5500.0,False
Built-up  Area,Ready To Move,Kanaka Nagar,4 Bedroom,1600.0,4.0,2.0,90.0,4,5625.0,False
Built-up  Area,Ready To Move,Old Madras Road,3 Bedroom,2300.0,3.0,2.0,142.0,3,6173.913043478261,False
Built-up  Area,Ready To Move,Jakkasandra Extension,2 BHK,1000.0,2.0,1.0,63.0,2,6300.0,False
Super built-up  Area,19-Sep,Hormavu,3 BHK,1553.0,2.0,2.0,58.23,3,3749.5170637475853,False
Super built-up  Area,Ready To Move,Frazer Town,4 BHK,3436.0,5.0,2.0,345.0,4,10040.745052386495,True
Super built-up  Area,18-Aug,Seegehalli,2 BHK,1134.0,2.0,2.0,45.0,2,3968.253968253968,False
Plot  Area,Ready To Move,Nagasandra,4 Bedroom,600.0,4.0,2.0,80.0,4,13333.333333333334,False
Plot  Area,Ready To Move,Horamavu Agara,5 Bedroom,2400.0,3.0,3.0,80.0,5,3333.3333333333335,True
Plot  Area,18-Nov,Whitefield,4 Bedroom,2400.0,4.0,1.0,143.0,4,5958.333333333333,True
Super built-up  Area,Ready To Move,Nagashetty Halli,2 BHK,1350.0,2.0,2.0,65.0,2,4814.814814814815,False
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,1032.0,2.0,1.0,42.0,2,4069.767441860465,False
Super built-up  Area,Ready To Move,Tigalarpalya,3 BHK,1998.0,3.0,2.0,117.0,3,5855.855855855856,False
Super built-up  Area,18-Aug,Murugeshpalya,2 BHK,1225.0,2.0,2.0,48.0,2,3918.3673469387754,False
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1262.0,2.0,2.0,67.0,2,5309.033280507131,False
Super built-up  Area,Ready To Move,Thomas Town,2 BHK,1300.0,2.0,2.0,60.0,2,4615.384615384615,False
Super built-up  Area,18-Jun,Kothannur,2 BHK,1070.0,2.0,2.0,38.6,2,3607.4766355140187,False
Built-up  Area,21-Dec,"Electronic city Phase 1, ",2 BHK,950.0,2.0,1.0,33.0,2,3473.684210526316,False
Super built-up  Area,18-Mar,Balagere,2 BHK,1012.0,2.0,1.0,53.58,2,5294.466403162055,False
Built-up  Area,Ready To Move,TC Palaya,2 Bedroom,1000.0,2.0,0.0,70.0,2,7000.0,False
Super built-up  Area,Ready To Move,Kadugodi,2 BHK,1394.0,2.0,2.0,56.0,2,4017.2166427546626,False
Super built-up  Area,Ready To Move,Amruthahalli,3 BHK,1450.0,2.0,1.0,85.0,3,5862.068965517241,False
Super built-up  Area,Ready To Move, Banaswadi,1 RK,527.0,1.0,0.0,35.0,1,6641.366223908918,False
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1693.0,3.0,2.0,125.0,3,7383.343177790904,False
Super built-up  Area,Ready To Move,Horamavu Agara,2 BHK,1000.0,2.0,1.0,46.0,2,4600.0,False
Built-up  Area,Ready To Move,Kogilu,2 BHK,952.0,2.0,2.0,49.0,2,5147.058823529412,False
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,2050.0,4.0,2.0,270.0,3,13170.731707317073,False
Super built-up  Area,19-Apr,Mysore Road,3 BHK,1410.0,2.0,2.0,64.0,3,4539.007092198582,False
Super built-up  Area,Ready To Move,Hebbal Kempapura,2 BHK,1400.0,2.0,2.0,108.0,2,7714.285714285715,False
Plot  Area,Ready To Move,Chikka Tirupathi,4 Bedroom,3056.0,5.0,2.0,100.0,4,3272.251308900524,True
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1826.0,3.0,2.0,125.0,3,6845.564074479737,False
Super built-up  Area,18-Jun,Hosur Road,3 BHK,1689.0,3.0,2.0,103.0,3,6098.283007696862,False
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1075.0,2.0,1.0,31.0,3,2883.720930232558,False
Super built-up  Area,Ready To Move,Hennur,2 BHK,960.0,2.0,1.0,48.0,2,5000.0,False
Built-up  Area,Ready To Move,Channasandra,2 BHK,808.0,2.0,1.0,40.0,2,4950.495049504951,False
Super built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,907.0,2.0,2.0,38.5,2,4244.7629547960305,False
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1300.0,2.0,2.0,55.0,2,4230.7692307692305,False
Super built-up  Area,Ready To Move,Sector 1 HSR Layout,3 BHK,1804.0,3.0,2.0,150.0,3,8314.855875831485,False
Super built-up  Area,Ready To Move,Naidu Layout,3 BHK,1350.0,3.0,2.0,81.0,3,6000.0,False
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1836.0,3.0,2.0,125.0,3,6808.278867102396,False
Super built-up  Area,Ready To Move,Sugama Layout,2 BHK,826.0,2.0,2.0,36.0,2,4358.353510895884,False
Super built-up  Area,Ready To Move,Hormavu,2 BHK,1200.0,2.0,3.0,68.0,2,5666.666666666667,False
Super built-up  Area,18-Dec,1st Block Koramangala,4 BHK,3000.0,3.0,3.0,300.0,4,10000.0,True
Plot  Area,Ready To Move,Indira Nagar,4 Bedroom,2400.0,4.0,2.0,405.0,4,16875.0,True
Super built-up  Area,Ready To Move,6th Phase JP Nagar,2 BHK,1460.0,2.0,2.0,80.0,2,5479.45205479452,False
Plot  Area,Ready To Move,Hoskote,4 Bedroom,1200.0,4.0,3.0,140.0,4,11666.666666666666,False
Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,965.0,2.0,2.0,56.0,2,5803.108808290155,False
Carpet  Area,Ready To Move,Kothannur,4 Bedroom,2000.0,4.0,2.0,95.0,4,4750.0,False
Super built-up  Area,Ready To Move,Bhoganhalli,3 BHK,1395.0,2.0,2.0,70.0,3,5017.921146953405,False
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1660.0,3.0,2.0,116.0,3,6987.951807228916,False
Super built-up  Area,Ready To Move,Kada Agrahara,2 BHK,935.0,2.0,2.0,35.0,2,3743.3155080213905,False
Super built-up  Area,Ready To Move,Hongasandra,2 BHK,1180.0,2.0,1.0,39.0,2,3305.084745762712,False
Built-up  Area,18-Dec,Electronic City,2 BHK,1090.0,2.0,1.0,31.48,2,2888.0733944954127,False
Super built-up  Area,19-Jan,Kanakpura Road,2 BHK,1204.0,2.0,1.0,82.0,2,6810.631229235881,False
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,2072.0,4.0,2.0,153.0,3,7384.169884169884,False
Built-up  Area,Ready To Move,Haralur Road,2 BHK,1056.0,2.0,1.0,65.0,2,6155.30303030303,False
Super built-up  Area,18-Dec,Hebbal,2 BHK,985.0,2.0,2.0,62.0,2,6294.416243654822,False
Super built-up  Area,Ready To Move,Banashankari Stage V,3 BHK,1315.0,2.0,2.0,49.0,3,3726.235741444867,False
Built-up  Area,Ready To Move,KR Puram,2 BHK,734.0,2.0,1.0,22.0,2,2997.275204359673,False
Built-up  Area,Ready To Move,Kammanahalli,4 Bedroom,2900.0,4.0,2.0,200.0,4,6896.551724137931,True
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,2317.0,4.0,3.0,140.0,3,6042.296072507553,False
Built-up  Area,Ready To Move,Singasandra,1 Bedroom,600.0,1.0,0.0,45.0,1,7500.0,False
Built-up  Area,Ready To Move,Vishwanatha Nagenahalli,4 Bedroom,2200.0,3.0,0.0,115.0,4,5227.272727272727,True
Super built-up  Area,Ready To Move,Attibele,2 BHK,656.0,2.0,1.0,25.0,2,3810.9756097560976,False
Built-up  Area,Ready To Move,Attibele,1 BHK,400.0,1.0,1.0,11.5,1,2875.0,False
Super built-up  Area,Ready To Move,Yeshwanthpur,1 BHK,666.0,1.0,1.0,36.8,1,5525.525525525525,False
Plot  Area,Ready To Move,Kadubeesanahalli,4 Bedroom,3293.0,5.0,2.0,425.0,4,12906.16459155785,True
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1174.0,2.0,1.0,47.0,2,4003.4071550255535,False
Super built-up  Area,Ready To Move,Budigere,2 BHK,1153.0,2.0,2.0,56.7,2,4917.606244579359,False
